Symbol,Name,sectorKey,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
RUM,RUMBLE INC CLASS A,Communication,Equity,"15,243,160.97",0.02,"15,243,160.97","2,587,973.00",5.89,United States,NASDAQ,USD,1,--
BZH,BEAZER HOMES INC,Consumer Discretionary,Equity,"15,231,169.80",0.02,"15,231,169.80","690,756.00",22.05,United States,New York Stock Exchange Inc.,USD,1,--
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,"15,210,232.08",0.02,"15,210,232.08","231,722.00",65.64,United States,New York Stock Exchange Inc.,USD,1,--
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Equity,"15,199,008.33",0.02,"15,199,008.33","372,251.00",40.83,United States,New York Stock Exchange Inc.,USD,1,--
CEVA,CEVA INC,Information Technology,Equity,"15,102,377.64",0.02,"15,102,377.64","564,786.00",26.74,United States,NASDAQ,USD,1,--
WSR,WHITESTONE REIT,Real Estate,Equity,"15,092,187.24",0.02,"15,092,187.24","1,138,174.00",13.26,United States,New York Stock Exchange Inc.,USD,1,--
HIPO,HIPPO HOLDINGS INC,Financials,Equity,"15,080,029.40",0.02,"15,080,029.40","435,839.00",34.6,United States,New York Stock Exchange Inc.,USD,1,--
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,"14,987,360.60",0.02,"14,987,360.60","2,025,319.00",7.4,United States,NASDAQ,USD,1,--
GPRE,GREEN PLAINS INC,Energy,Equity,"14,885,179.92",0.02,"14,885,179.92","1,547,316.00",9.62,United States,NASDAQ,USD,1,--
AMTB,AMERANT BANCORP INC CLASS A,Financials,Equity,"14,848,320.70",0.02,"14,848,320.70","889,121.00",16.7,United States,New York Stock Exchange Inc.,USD,1,--
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,Equity,"14,816,002.80",0.02,"14,816,002.80","439,644.00",33.7,United States,NASDAQ,USD,1,--
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,Equity,"14,803,533.06",0.02,"14,803,533.06","302,298.00",48.97,United States,New York Stock Exchange Inc.,USD,1,--
NABL,N ABLE INC,Information Technology,Equity,"14,758,822.00",0.02,"14,758,822.00","1,736,332.00",8.5,United States,New York Stock Exchange Inc.,USD,1,--
CMRE,COSTAMARE INC,Industrials,Equity,"14,755,513.50",0.02,"14,755,513.50","1,093,001.00",13.5,Monaco,New York Stock Exchange Inc.,USD,1,1-Jan-70
ZGN,ERMENEGILDO ZEGNA NV,Consumer Discretionary,Equity,"14,740,976.25",0.02,"14,740,976.25","1,511,895.00",9.75,Italy,New York Stock Exchange Inc.,USD,1,--
VTS,VITESSE ENERGY INC,Energy,Equity,"14,685,416.82",0.02,"14,685,416.82","700,306.00",20.97,United States,New York Stock Exchange Inc.,USD,1,--
FSBC,FIVE STAR BANCORP,Financials,Equity,"14,655,154.80",0.02,"14,655,154.80","427,015.00",34.32,United States,NASDAQ,USD,1,--
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care,Equity,"14,658,340.98",0.02,"14,658,340.98","1,126,698.00",13.01,United States,NASDAQ,USD,1,--
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,Equity,"14,641,107.20",0.02,"14,641,107.20","465,536.00",31.45,United States,New York Stock Exchange Inc.,USD,1,--
HSTM,HEALTHSTREAM INC,Health Care,Equity,"14,646,030.37",0.02,"14,646,030.37","591,281.00",24.77,United States,NASDAQ,USD,1,--
VSTS,VESTIS CORP,Industrials,Equity,"14,633,915.04",0.02,"14,633,915.04","2,803,432.00",5.22,United States,New York Stock Exchange Inc.,USD,1,--
TREE,LENDINGTREE INC,Financials,Equity,"14,595,873.46",0.02,"14,595,873.46","273,998.00",53.27,United States,NASDAQ,USD,1,--
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,Equity,"14,572,759.74",0.02,"14,572,759.74","6,308,554.00",2.31,United States,NASDAQ,USD,1,--
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Equity,"14,507,264.26",0.02,"14,507,264.26","2,742,394.00",5.29,United States,New York Stock Exchange Inc.,USD,1,--
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,Equity,"14,453,821.08",0.02,"14,453,821.08","396,756.00",36.43,United States,NASDAQ,USD,1,--
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,"14,422,501.38",0.02,"14,422,501.38","1,107,719.00",13.02,United States,New York Stock Exchange Inc.,USD,1,--
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,"14,372,672.16",0.02,"14,372,672.16","1,789,872.00",8.03,United States,NASDAQ,USD,1,--
AIOT,POWERFLEET INC,Information Technology,Equity,"14,337,380.56",0.02,"14,337,380.56","2,999,452.00",4.78,United States,NASDAQ,USD,1,--
REPL,REPLIMUNE GROUP INC,Health Care,Equity,"14,298,224.00",0.02,"14,298,224.00","1,682,144.00",8.5,United States,NASDAQ,USD,1,--
GOGO,GOGO INC,Communication,Equity,"14,286,729.95",0.02,"14,286,729.95","1,876,130.00",7.62,United States,NASDAQ,USD,1,--
AHL,ASPEN INSURANCE HOLDINGS LTD CLASS,Financials,Equity,"14,276,081.43",0.02,"14,276,081.43","387,621.00",36.83,United States,New York Stock Exchange Inc.,USD,1,--
ADAM,ADAMAS INC TRUST,Financials,Equity,"14,263,671.11",0.02,"14,263,671.11","2,070,199.00",6.89,United States,NASDAQ,USD,1,--
CCBG,CAPITAL CITY BANK INC,Financials,Equity,"14,227,497.35",0.02,"14,227,497.35","358,285.00",39.71,United States,NASDAQ,USD,1,--
IIIN,INSTEEL INDUSTRIES INC,Industrials,Equity,"14,230,226.52",0.02,"14,230,226.52","455,076.00",31.27,United States,New York Stock Exchange Inc.,USD,1,--
PGEN,PRECIGEN INC,Health Care,Equity,"14,218,071.28",0.02,"14,218,071.28","3,627,059.00",3.92,United States,NASDAQ,USD,1,--
ASPI,ASP ISOTOPES INC,Materials,Equity,"14,207,339.04",0.02,"14,207,339.04","1,854,744.00",7.66,United States,NASDAQ,USD,1,--
GERN,GERON CORP,Health Care,Equity,"14,212,206.00",0.02,"14,212,206.00","13,159,450.00",1.08,United States,NASDAQ,USD,1,--
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,Equity,"14,199,379.82",0.02,"14,199,379.82","1,624,643.00",8.74,United States,NASDAQ,USD,1,--
NWPX,NWPX INFRASTRUCTURE INC,Industrials,Equity,"14,137,065.84",0.02,"14,137,065.84","233,439.00",60.56,United States,NASDAQ,USD,1,--
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Equity,"14,110,916.81",0.02,"14,110,916.81","337,501.00",41.81,United States,New York Stock Exchange Inc.,USD,1,--
GCMG,GCM GROSVENOR INC CLASS A,Financials,Equity,"14,063,479.15",0.02,"14,063,479.15","1,203,035.00",11.69,United States,NASDAQ,USD,1,--
MAZE,MAZE THERAPEUTICS INC,Health Care,Equity,"14,059,820.19",0.02,"14,059,820.19","474,513.00",29.63,United States,NASDAQ,USD,1,--
SIBN,SI BONE INC,Health Care,Equity,"14,005,028.10",0.02,"14,005,028.10","921,990.00",15.19,United States,NASDAQ,USD,1,--
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,"13,997,411.70",0.02,"13,997,411.70","825,806.00",16.95,United States,New York Stock Exchange Inc.,USD,1,--
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Equity,"13,897,292.50",0.02,"13,897,292.50","115,570.00",120.25,United States,New York Stock Exchange Inc.,USD,1,--
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,Equity,"13,898,785.56",0.02,"13,898,785.56","212,001.00",65.56,United States,NASDAQ,USD,1,--
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,"13,874,661.70",0.02,"13,874,661.70","838,855.00",16.54,United States,New York Stock Exchange Inc.,USD,1,--
TNGX,TANGO THERAPEUTICS INC,Health Care,Equity,"13,877,565.30",0.02,"13,877,565.30","1,732,530.00",8.01,United States,NASDAQ,USD,1,--
MYGN,MYRIAD GENETICS INC,Health Care,Equity,"13,872,530.49",0.02,"13,872,530.49","2,191,553.00",6.33,United States,NASDAQ,USD,1,--
SXC,SUNCOKE ENERGY INC,Materials,Equity,"13,765,895.28",0.02,"13,765,895.28","2,073,177.00",6.64,United States,New York Stock Exchange Inc.,USD,1,--
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,"13,750,794.58",0.02,"13,750,794.58","924,734.00",14.87,United States,NASDAQ,USD,1,--
ODC,OIL DRI CORPORATION OF AMERICA,Consumer Staples,Equity,"13,756,517.88",0.02,"13,756,517.88","244,083.00",56.36,United States,New York Stock Exchange Inc.,USD,1,--
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,"13,732,714.28",0.02,"13,732,714.28","935,471.00",14.68,United States,NASDAQ,USD,1,--
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,Equity,"13,706,894.95",0.02,"13,706,894.95","731,815.00",18.73,United States,New York Stock Exchange Inc.,USD,1,--
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,"13,707,102.02",0.02,"13,707,102.02","1,217,327.00",11.26,United States,NASDAQ,USD,1,--
RZLV,REZOLVE AI PLC,Information Technology,Equity,"13,698,423.20",0.02,"13,698,423.20","3,558,032.00",3.85,United Kingdom,NASDAQ,USD,1,--
MPB,MID PENN BANCORP INC,Financials,Equity,"13,701,586.25",0.02,"13,701,586.25","474,925.00",28.85,United States,NASDAQ,USD,1,--
SCHL,SCHOLASTIC CORP,Communication,Equity,"13,658,484.68",0.02,"13,658,484.68","495,052.00",27.59,United States,NASDAQ,USD,1,--
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,Equity,"13,641,865.25",0.02,"13,641,865.25","4,197,497.00",3.25,United States,New York Stock Exchange Inc.,USD,1,--
IHRT,IHEARTMEDIA INC CLASS A,Communication,Equity,"13,629,487.70",0.02,"13,629,487.70","2,899,891.00",4.7,United States,NASDAQ,USD,1,--
OPK,OPKO HEALTH INC,Health Care,Equity,"13,618,338.18",0.02,"13,618,338.18","9,868,361.00",1.38,United States,NASDAQ,USD,1,--
RGR,STURM RUGER INC,Consumer Discretionary,Equity,"13,608,328.10",0.02,"13,608,328.10","386,930.00",35.17,United States,New York Stock Exchange Inc.,USD,1,--
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,"13,605,165.24",0.02,"13,605,165.24","467,853.00",29.08,United States,NASDAQ,USD,1,--
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials,Equity,"13,575,251.43",0.02,"13,575,251.43","1,760,733.00",7.71,United States,New York Stock Exchange Inc.,USD,1,--
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,"13,555,498.96",0.02,"13,555,498.96","475,298.00",28.52,United States,NASDAQ,USD,1,--
RYI,RYERSON HOLDING CORP,Materials,Equity,"13,515,802.86",0.02,"13,515,802.86","658,986.00",20.51,United States,New York Stock Exchange Inc.,USD,1,--
NVGS,NAVIGATOR HOLDINGS LTD,Energy,Equity,"13,493,439.35",0.02,"13,493,439.35","773,263.00",17.45,United Kingdom,New York Stock Exchange Inc.,USD,1,--
EBS,EMERGENT BIOSOLUTIONS INC,Health Care,Equity,"13,446,449.38",0.02,"13,446,449.38","1,309,294.00",10.27,United States,New York Stock Exchange Inc.,USD,1,--
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,Equity,"13,424,956.80",0.02,"13,424,956.80","125,420.00",107.04,United States,New York Stock Exchange Inc.,USD,1,--
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,Equity,"13,429,500.70",0.02,"13,429,500.70","562,610.00",23.87,United States,NASDAQ,USD,1,--
KOD,KODIAK SCIENCES INC,Health Care,Equity,"13,398,134.10",0.02,"13,398,134.10","792,789.00",16.9,United States,NASDAQ,USD,1,--
GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,Equity,"13,360,670.40",0.02,"13,360,670.40","468,960.00",28.49,United States,New York Stock Exchange Inc.,USD,1,--
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,Equity,"13,332,813.20",0.02,"13,332,813.20","1,022,455.00",13.04,United States,NASDAQ,USD,1,--
MRTN,MARTEN TRANSPORT LTD,Industrials,Equity,"13,325,236.40",0.02,"13,325,236.40","1,359,718.00",9.8,United States,NASDAQ,USD,1,--
PACS,PACS GROUP INC,Health Care,Equity,"13,322,050.56",0.02,"13,322,050.56","1,067,472.00",12.48,United States,New York Stock Exchange Inc.,USD,1,--
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Equity,"13,265,107.44",0.02,"13,265,107.44","1,308,196.00",10.14,United States,New York Stock Exchange Inc.,USD,1,--
PVLA,PALVELLA THERAPEUTICS INC,Health Care,Equity,"13,257,882.93",0.02,"13,257,882.93","168,611.00",78.63,United States,NASDAQ,USD,1,--
PRAA,PRA GROUP INC,Financials,Equity,"13,235,816.02",0.02,"13,235,816.02","968,947.00",13.66,United States,NASDAQ,USD,1,--
ATUS,ALTICE USA INC CLASS A,Communication,Equity,"13,230,734.13",0.02,"13,230,734.13","6,391,659.00",2.07,United States,New York Stock Exchange Inc.,USD,1,--
KOP,KOPPERS HOLDINGS INC,Materials,Equity,"13,224,334.08",0.02,"13,224,334.08","475,012.00",27.84,United States,New York Stock Exchange Inc.,USD,1,--
PX,P10 INC CLASS A,Financials,Equity,"13,198,250.76",0.02,"13,198,250.76","1,270,284.00",10.39,United States,New York Stock Exchange Inc.,USD,1,--
LYTS,LSI INDUSTRIES INC,Industrials,Equity,"13,187,854.05",0.02,"13,187,854.05","638,637.00",20.65,United States,NASDAQ,USD,1,--
FIP,FTAI INFRASTRUCTURE INC,Industrials,Equity,"13,186,291.75",0.02,"13,186,291.75","2,560,445.00",5.15,United States,NASDAQ,USD,1,--
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary,Equity,"13,104,094.87",0.02,"13,104,094.87","427,261.00",30.67,United States,NASDAQ,USD,1,--
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,"13,089,129.90",0.02,"13,089,129.90","809,470.00",16.17,United States,NASDAQ,USD,1,--
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"13,089,313.17",0.02,"13,089,313.17","554,397.00",23.61,United States,New York Stock Exchange Inc.,USD,1,--
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,Equity,"13,058,900.64",0.02,"13,058,900.64","1,205,808.00",10.83,United States,New York Stock Exchange Inc.,USD,1,--
PKST,PEAKSTONE REALTY TRUST CLASS E,Real Estate,Equity,"13,054,927.14",0.02,"13,054,927.14","912,294.00",14.31,United States,New York Stock Exchange Inc.,USD,1,--
KFRC,KFORCE INC,Industrials,Equity,"13,049,780.12",0.02,"13,049,780.12","430,828.00",30.29,United States,New York Stock Exchange Inc.,USD,1,--
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,"13,034,415.53",0.02,"13,034,415.53","245,423.00",53.11,United States,NASDAQ,USD,1,--
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"13,014,768.15",0.02,"13,014,768.15","3,213,523.00",4.05,United States,NASDAQ,USD,1,--
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,Equity,"12,989,625.60",0.02,"12,989,625.60","2,029,629.00",6.4,United States,NASDAQ,USD,1,--
SSTK,SHUTTERSTOCK INC,Communication,Equity,"12,980,513.13",0.02,"12,980,513.13","590,829.00",21.97,United States,New York Stock Exchange Inc.,USD,1,--
PSIX,POWER SOLUTIONS INTERNATIONAL INC,Industrials,Equity,"12,916,103.88",0.02,"12,916,103.88","158,987.00",81.24,United States,NASDAQ,USD,1,--
SMBK,SMARTFINANCIAL INC,Financials,Equity,"12,902,304.02",0.02,"12,902,304.02","365,194.00",35.33,United States,New York Stock Exchange Inc.,USD,1,--
TRNS,TRANSCAT INC,Industrials,Equity,"12,868,894.02",0.02,"12,868,894.02","221,801.00",58.02,United States,NASDAQ,USD,1,--
CTKB,CYTEK BIOSCIENCES INC,Health Care,Equity,"12,871,113.38",0.02,"12,871,113.38","2,835,047.00",4.54,United States,NASDAQ,USD,1,--
CASS,CASS INFORMATION SYSTEMS INC,Financials,Equity,"12,860,118.75",0.02,"12,860,118.75","323,525.00",39.75,United States,NASDAQ,USD,1,--
AROW,ARROW FINANCIAL CORP,Financials,Equity,"12,779,710.65",0.02,"12,779,710.65","423,871.00",30.15,United States,NASDAQ,USD,1,--
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Discretionary,Equity,"12,767,401.27",0.02,"12,767,401.27","716,867.00",17.81,United States,NASDAQ,USD,1,--
AQST,AQUESTIVE THERAPEUTICS INC,Health Care,Equity,"12,772,235.06",0.02,"12,772,235.06","2,083,562.00",6.13,United States,NASDAQ,USD,1,--
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"12,764,509.00",0.02,"12,764,509.00","389,756.00",32.75,United States,NASDAQ,USD,1,--
MCBS,METROCITY BANKSHARES INC,Financials,Equity,"12,752,877.16",0.02,"12,752,877.16","490,684.00",25.99,United States,NASDAQ,USD,1,--
TK,TEEKAY CORPORATION CORP LTD,Energy,Equity,"12,706,141.50",0.02,"12,706,141.50","1,303,194.00",9.75,Bermuda,New York Stock Exchange Inc.,USD,1,--
ZBIO,ZENAS BIOPHARMA INC,Health Care,Equity,"12,702,766.56",0.02,"12,702,766.56","391,336.00",32.46,United States,NASDAQ,USD,1,--
MNRO,MONRO INC,Consumer Discretionary,Equity,"12,667,618.53",0.02,"12,667,618.53","726,771.00",17.43,United States,NASDAQ,USD,1,--
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,"12,621,791.20",0.02,"12,621,791.20","185,560.00",68.02,United States,NASDAQ,USD,1,--
RGNX,REGENXBIO INC,Health Care,Equity,"12,594,230.85",0.02,"12,594,230.85","1,127,505.00",11.17,United States,NASDAQ,USD,1,--
BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials,Equity,"12,583,089.50",0.02,"12,583,089.50","756,650.00",16.63,United States,New York Stock Exchange Inc.,USD,1,--
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,"12,585,002.76",0.02,"12,585,002.76","1,042,668.00",12.07,United States,NASDAQ,USD,1,--
LQDT,LIQUIDITY SERVICES INC,Industrials,Equity,"12,544,288.48",0.02,"12,544,288.48","566,078.00",22.16,United States,NASDAQ,USD,1,--
CTO,CTO REALTY GROWTH INC,Real Estate,Equity,"12,511,544.08",0.02,"12,511,544.08","732,526.00",17.08,United States,New York Stock Exchange Inc.,USD,1,--
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,"12,491,372.50",0.02,"12,491,372.50","344,875.00",36.22,United States,New York Stock Exchange Inc.,USD,1,--
CWCO,CONSOLIDATED WATER LTD,Utilities,Equity,"12,466,213.76",0.02,"12,466,213.76","364,936.00",34.16,United States,NASDAQ,USD,1,--
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,"12,454,074.57",0.02,"12,454,074.57","1,261,811.00",9.87,United States,NASDAQ,USD,1,--
ICHR,ICHOR HOLDINGS LTD,Information Technology,Equity,"12,454,803.12",0.02,"12,454,803.12","825,368.00",15.09,United States,NASDAQ,USD,1,--
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,"12,408,317.04",0.02,"12,408,317.04","2,395,428.00",5.18,United States,NASDAQ,USD,1,--
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,"12,369,368.42",0.02,"12,369,368.42","447,841.00",27.62,United States,NASDAQ,USD,1,--
SERV,SERVE ROBOTICS INC,Consumer Discretionary,Equity,"12,304,818.10",0.02,"12,304,818.10","1,149,983.00",10.7,United States,NASDAQ,USD,1,--
NRDS,NERDWALLET INC CLASS A,Financials,Equity,"12,303,651.68",0.02,"12,303,651.68","1,027,016.00",11.98,United States,NASDAQ,USD,1,--
AKBA,AKEBIA THERAPEUTICS INC,Health Care,Equity,"12,210,677.64",0.02,"12,210,677.64","6,074,964.00",2.01,United States,NASDAQ,USD,1,--
GSM,FERROGLOBE PLC,Materials,Equity,"12,172,353.48",0.02,"12,172,353.48","2,940,182.00",4.14,United States,NASDAQ,USD,1,--
ESPR,ESPERION THERAPEUTICS INC,Health Care,Equity,"12,141,637.50",0.02,"12,141,637.50","4,856,655.00",2.5,United States,NASDAQ,USD,1,--
AVNS,AVANOS MEDICAL INC,Health Care,Equity,"12,145,135.86",0.02,"12,145,135.86","1,086,327.00",11.18,United States,New York Stock Exchange Inc.,USD,1,--
RC,READY CAPITAL CORP,Financials,Equity,"12,121,020.47",0.02,"12,121,020.47","4,053,853.00",2.99,United States,New York Stock Exchange Inc.,USD,1,--
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,"12,126,181.90",0.02,"12,126,181.90","911,743.00",13.3,United States,NASDAQ,USD,1,--
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,"12,110,634.30",0.02,"12,110,634.30","212,430.00",57.01,United States,NASDAQ,USD,1,--
BCAX,BICARA THERAPEUTICS INC,Health Care,Equity,"12,110,656.85",0.02,"12,110,656.85","831,205.00",14.57,United States,NASDAQ,USD,1,--
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,"12,098,497.12",0.02,"12,098,497.12","1,945,096.00",6.22,United States,New York Stock Exchange Inc.,USD,1,--
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,Equity,"12,081,084.42",0.02,"12,081,084.42","645,702.00",18.71,United States,NASDAQ,USD,1,--
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"12,081,157.60",0.02,"12,081,157.60","448,780.00",26.92,United States,NASDAQ,USD,1,--
DJCO,DAILY JOURNAL CORP,Information Technology,Equity,"12,085,063.03",0.02,"12,085,063.03","30,431.00",397.13,United States,NASDAQ,USD,1,--
PLPC,PREFORMED LINE PRODUCTS,Industrials,Equity,"12,077,147.34",0.02,"12,077,147.34","58,066.00",207.99,United States,NASDAQ,USD,1,--
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,Equity,"12,072,743.20",0.02,"12,072,743.20","6,782,440.00",1.78,United States,NASDAQ,USD,1,--
UDMY,UDEMY INC,Consumer Discretionary,Equity,"12,066,215.43",0.02,"12,066,215.43","2,324,897.00",5.19,United States,NASDAQ,USD,1,--
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"12,043,357.28",0.02,"12,043,357.28","318,776.00",37.78,United States,New York Stock Exchange Inc.,USD,1,--
SHBI,SHORE BANCSHARES INC,Financials,Equity,"12,012,758.45",0.02,"12,012,758.45","753,151.00",15.95,United States,NASDAQ,USD,1,--
NRIM,NORTHRIM BANCORP INC,Financials,Equity,"12,010,043.76",0.02,"12,010,043.76","530,948.00",22.62,United States,NASDAQ,USD,1,--
ETON,ETON PHARMACEUTCIALS INC,Health Care,Equity,"11,989,697.94",0.02,"11,989,697.94","626,421.00",19.14,United States,NASDAQ,USD,1,--
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,"11,971,801.80",0.02,"11,971,801.80","609,252.00",19.65,United States,NASDAQ,USD,1,--
ZVRA,ZEVRA THERAPEUTICS INC,Health Care,Equity,"11,966,748.66",0.02,"11,966,748.66","1,316,474.00",9.09,United States,NASDAQ,USD,1,--
TALK,TALKSPACE INC,Health Care,Equity,"11,954,709.57",0.02,"11,954,709.57","3,526,463.00",3.39,United States,NASDAQ,USD,1,--
ALX,ALEXANDERS REIT INC,Real Estate,Equity,"11,950,095.85",0.02,"11,950,095.85","52,415.00",227.99,United States,New York Stock Exchange Inc.,USD,1,--
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,Equity,"11,937,373.14",0.02,"11,937,373.14","477,686.00",24.99,United States,NASDAQ,USD,1,--
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Equity,"11,875,453.65",0.02,"11,875,453.65","414,501.00",28.65,United States,New York Stock Exchange Inc.,USD,1,--
OLMA,OLEMA PHARMACEUTICALS INC,Health Care,Equity,"11,861,265.78",0.02,"11,861,265.78","1,448,262.00",8.19,United States,NASDAQ,USD,1,--
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"11,830,361.50",0.02,"11,830,361.50","3,197,395.00",3.7,United States,New York Stock Exchange Inc.,USD,1,--
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,"11,808,773.25",0.02,"11,808,773.25","1,108,805.00",10.65,United States,NASDAQ,USD,1,--
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples,Equity,"11,794,848.00",0.02,"11,794,848.00","116,320.00",101.4,United States,NASDAQ,USD,1,--
VREX,VAREX IMAGING CORP,Health Care,Equity,"11,793,964.47",0.02,"11,793,964.47","991,923.00",11.89,United States,NASDAQ,USD,1,--
RES,RPC INC,Energy,Equity,"11,786,005.05",0.02,"11,786,005.05","2,170,535.00",5.43,United States,New York Stock Exchange Inc.,USD,1,--
SPRY,ARS PHARMACEUTICALS INC,Health Care,Equity,"11,771,388.14",0.02,"11,771,388.14","1,436,411.00",8.2,United States,NASDAQ,USD,1,--
TCBX,THIRD COAST BANCSHARES INC,Financials,Equity,"11,772,463.20",0.02,"11,772,463.20","321,652.00",36.6,United States,New York Stock Exchange Inc.,USD,1,--
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,Equity,"11,719,018.96",0.02,"11,719,018.96","340,076.00",34.46,United States,NASDAQ,USD,1,--
IBRX,IMMUNITYBIO INC,Health Care,Equity,"11,671,043.08",0.02,"11,671,043.08","5,505,209.00",2.12,United States,NASDAQ,USD,1,--
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,Equity,"11,656,854.48",0.02,"11,656,854.48","320,772.00",36.34,United States,NASDAQ,USD,1,--
CLPT,CLEARPOINT NEURO INC,Health Care,Equity,"11,643,938.52",0.02,"11,643,938.52","638,724.00",18.23,United States,NASDAQ,USD,1,--
BXC,BLUELINX HOLDINGS INC,Industrials,Equity,"11,601,157.80",0.02,"11,601,157.80","187,721.00",61.8,United States,New York Stock Exchange Inc.,USD,1,--
FOR,FORESTAR GROUP INC,Real Estate,Equity,"11,596,494.24",0.02,"11,596,494.24","473,713.00",24.48,United States,New York Stock Exchange Inc.,USD,1,--
ALRS,ALERUS FINANCIAL CORP,Financials,Equity,"11,571,795.45",0.02,"11,571,795.45","549,729.00",21.05,United States,NASDAQ,USD,1,--
ASIX,ADVANSIX INC,Materials,Equity,"11,569,445.25",0.02,"11,569,445.25","637,435.00",18.15,United States,New York Stock Exchange Inc.,USD,1,--
CTEV,CLARITEV CORP CLASS A,Health Care,Equity,"11,562,851.28",0.02,"11,562,851.28","186,618.00",61.96,United States,New York Stock Exchange Inc.,USD,1,--
ARHS,ARHAUS INC CLASS A,Consumer Discretionary,Equity,"11,553,718.60",0.02,"11,553,718.60","1,229,119.00",9.4,United States,NASDAQ,USD,1,--
VTLE,VITAL ENERGY INC,Energy,Equity,"11,520,759.60",0.02,"11,520,759.60","729,162.00",15.8,United States,New York Stock Exchange Inc.,USD,1,--
GRPN,GROUPON INC,Consumer Discretionary,Equity,"11,506,868.10",0.02,"11,506,868.10","608,829.00",18.9,United States,NASDAQ,USD,1,--
GEVO,GEVO INC,Energy,Equity,"11,482,238.60",0.02,"11,482,238.60","5,601,092.00",2.05,United States,NASDAQ,USD,1,--
AMBP,ARDAGH METAL PACKAGING SA,Materials,Equity,"11,468,857.00",0.02,"11,468,857.00","3,454,475.00",3.32,United States,New York Stock Exchange Inc.,USD,1,--
