Symbol,Name,sectorKey,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,"710,316,675.42",1.05,"710,316,675.42","5,190,097.00",136.86,United States,New York Stock Exchange Inc.,USD,1,--
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,"582,784,959.20",0.86,"582,784,959.20","3,581,080.00",162.74,United States,NASDAQ,USD,1,--
FN,FABRINET,Information Technology,Equity,"403,118,686.36",0.59,"403,118,686.36","873,989.00",461.24,United States,New York Stock Exchange Inc.,USD,1,--
IONQ,IONQ INC,Information Technology,Equity,"384,018,846.47",0.57,"384,018,846.47","6,686,729.00",57.43,United States,New York Stock Exchange Inc.,USD,1,--
NXT,NEXTRACKER INC CLASS A,Industrials,Equity,"375,948,017.62",0.55,"375,948,017.62","3,528,703.00",106.54,United States,NASDAQ,USD,1,--
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"291,983,332.42",0.43,"291,983,332.42","4,032,362.00",72.41,United States,NASDAQ,USD,1,--
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"280,633,956.24",0.41,"280,633,956.24","722,018.00",388.68,United States,NASDAQ,USD,1,--
OKLO,OKLO INC CLASS A,Utilities,Equity,"280,611,483.25",0.41,"280,611,483.25","2,628,679.00",106.75,United States,New York Stock Exchange Inc.,USD,1,--
RMBS,RAMBUS INC,Information Technology,Equity,"278,196,073.35",0.41,"278,196,073.35","2,612,415.00",106.49,United States,NASDAQ,USD,1,--
GH,GUARDANT HEALTH INC,Health Care,Equity,"277,834,480.00",0.41,"277,834,480.00","2,886,592.00",96.25,United States,NASDAQ,USD,1,--
RGTI,RIGETTI COMPUTING INC,Information Technology,Equity,"265,371,488.48",0.39,"265,371,488.48","7,723,268.00",34.36,United States,NASDAQ,USD,1,--
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,"253,872,576.79",0.37,"253,872,576.79","1,166,533.00",217.63,United States,New York Stock Exchange Inc.,USD,1,--
AVAV,AEROVIRONMENT INC,Industrials,Equity,"253,272,114.90",0.37,"253,272,114.90","771,630.00",328.23,United States,NASDAQ,USD,1,--
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"252,299,614.68",0.37,"252,299,614.68","23,062,122.00",10.94,United States,New York Stock Exchange Inc.,USD,1,--
ENSG,ENSIGN GROUP INC,Health Care,Equity,"248,480,674.26",0.37,"248,480,674.26","1,358,486.00",182.91,United States,NASDAQ,USD,1,--
IDCC,INTERDIGITAL INC,Information Technology,Equity,"238,750,405.40",0.35,"238,750,405.40","627,020.00",380.77,United States,NASDAQ,USD,1,--
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"236,966,903.37",0.35,"236,966,903.37","3,777,569.00",62.73,United States,NASDAQ,USD,1,--
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"231,672,230.10",0.34,"231,672,230.10","3,279,154.00",70.65,United States,NASDAQ,USD,1,--
CDE,COEUR MINING INC,Materials,Equity,"223,576,093.96",0.33,"223,576,093.96","15,483,109.00",14.44,United States,New York Stock Exchange Inc.,USD,1,--
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"219,526,322.70",0.32,"219,526,322.70","449,315.00",488.58,United States,NASDAQ,USD,1,--
SANM,SANMINA CORP,Information Technology,Equity,"218,502,718.59",0.32,"218,502,718.59","1,266,609.00",172.51,United States,NASDAQ,USD,1,--
GTLS,CHART INDUSTRIES INC,Industrials,Equity,"218,125,080.80",0.32,"218,125,080.80","1,094,456.00",199.3,United States,New York Stock Exchange Inc.,USD,1,--
QBTS,D WAVE QUANTUM INC,Information Technology,Equity,"212,051,212.58",0.31,"212,051,212.58","7,469,222.00",28.39,United States,New York Stock Exchange Inc.,USD,1,--
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,"199,867,217.60",0.29,"199,867,217.60","911,803.00",219.2,United States,NASDAQ,USD,1,--
HL,HECLA MINING,Materials,Equity,"196,546,936.95",0.29,"196,546,936.95","14,505,309.00",13.55,United States,New York Stock Exchange Inc.,USD,1,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"194,154,562.63",0.29,"194,154,562.63","194,154,563.00",1,United States,--,USD,1,--
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"192,002,809.24",0.28,"192,002,809.24","678,647.00",282.92,United States,New York Stock Exchange Inc.,USD,1,--
HQY,HEALTHEQUITY INC,Health Care,Equity,"191,488,624.60",0.28,"191,488,624.60","2,064,790.00",92.74,United States,NASDAQ,USD,1,--
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,Equity,"191,331,841.20",0.28,"191,331,841.20","4,608,185.00",41.52,United States,New York Stock Exchange Inc.,USD,1,--
UMBF,UMB FINANCIAL CORP,Financials,Equity,"188,968,929.50",0.28,"188,968,929.50","1,765,075.00",107.06,United States,NASDAQ,USD,1,--
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"188,859,459.32",0.28,"188,859,459.32","1,266,748.00",149.09,United States,New York Stock Exchange Inc.,USD,1,--
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,"185,936,069.20",0.27,"185,936,069.20","3,880,135.00",47.92,United States,New York Stock Exchange Inc.,USD,1,--
CTRE,CARETRUST REIT INC,Real Estate,Equity,"183,921,867.36",0.27,"183,921,867.36","5,172,156.00",35.56,United States,New York Stock Exchange Inc.,USD,1,--
JBTM,JBT MAREL CORP,Industrials,Equity,"177,375,964.04",0.26,"177,375,964.04","1,262,732.00",140.47,United States,New York Stock Exchange Inc.,USD,1,--
FLR,FLUOR CORP,Industrials,Equity,"176,945,687.76",0.26,"176,945,687.76","3,969,172.00",44.58,United States,New York Stock Exchange Inc.,USD,1,--
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,Equity,"175,234,658.55",0.26,"175,234,658.55","664,901.00",263.55,United States,New York Stock Exchange Inc.,USD,1,--
SITM,SITIME CORP,Information Technology,Equity,"175,174,093.86",0.26,"175,174,093.86","515,506.00",339.81,United States,NASDAQ,USD,1,--
ONB,OLD NATIONAL BANCORP,Financials,Equity,"175,043,702.46",0.26,"175,043,702.46","8,501,394.00",20.59,United States,NASDAQ,USD,1,--
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,"173,221,546.08",0.26,"173,221,546.08","3,636,816.00",47.63,United States,New York Stock Exchange Inc.,USD,1,--
RNA,AVIDITY BIOSCIENCES INC,Health Care,Equity,"171,823,690.14",0.25,"171,823,690.14","2,462,363.00",69.78,United States,NASDAQ,USD,1,--
CYTK,CYTOKINETICS INC,Health Care,Equity,"170,073,135.00",0.25,"170,073,135.00","2,820,450.00",60.3,United States,NASDAQ,USD,1,--
ORA,ORMAT TECH INC,Utilities,Equity,"169,666,251.75",0.25,"169,666,251.75","1,478,573.00",114.75,United States,New York Stock Exchange Inc.,USD,1,--
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,"166,078,470.46",0.24,"166,078,470.46","2,438,386.00",68.11,United States,NASDAQ,USD,1,--
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,"166,012,075.02",0.24,"166,012,075.02","1,311,519.00",126.58,United States,New York Stock Exchange Inc.,USD,1,--
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"161,199,144.05",0.24,"161,199,144.05","1,452,899.00",110.95,United States,New York Stock Exchange Inc.,USD,1,--
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,"161,072,348.64",0.24,"161,072,348.64","5,182,508.00",31.08,United States,NASDAQ,USD,1,--
JOBY,JOBY AVIATION INC CLASS A,Industrials,Equity,"159,717,475.60",0.24,"159,717,475.60","11,153,455.00",14.32,United States,New York Stock Exchange Inc.,USD,1,--
CMC,COMMERCIAL METALS,Materials,Equity,"157,983,378.08",0.23,"157,983,378.08","2,750,407.00",57.44,United States,New York Stock Exchange Inc.,USD,1,--
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,Equity,"156,722,803.40",0.23,"156,722,803.40","5,688,668.00",27.55,United States,New York Stock Exchange Inc.,USD,1,--
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"155,620,929.87",0.23,"155,620,929.87","961,157.00",161.91,United States,NASDAQ,USD,1,--
JXN,JACKSON FINANCIAL INC CLASS A,Financials,Equity,"153,102,923.82",0.23,"153,102,923.82","1,661,814.00",92.13,United States,New York Stock Exchange Inc.,USD,1,--
CADE,CADENCE BANK,Financials,Equity,"147,704,877.06",0.22,"147,704,877.06","3,931,458.00",37.57,United States,New York Stock Exchange Inc.,USD,1,--
SMTC,SEMTECH CORP,Information Technology,Equity,"147,294,223.35",0.22,"147,294,223.35","2,107,515.00",69.89,United States,NASDAQ,USD,1,--
TRNO,TERRENO REALTY REIT CORP,Real Estate,Equity,"146,339,701.50",0.22,"146,339,701.50","2,481,175.00",58.98,United States,New York Stock Exchange Inc.,USD,1,--
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"146,327,838.30",0.22,"146,327,838.30","8,438,745.00",17.34,United States,NASDAQ,USD,1,--
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"144,140,478.80",0.21,"144,140,478.80","4,830,445.00",29.84,United States,New York Stock Exchange Inc.,USD,1,--
MARA,MARA HOLDINGS INC,Information Technology,Equity,"143,581,011.84",0.21,"143,581,011.84","8,996,304.00",15.96,United States,NASDAQ,USD,1,--
ESNT,ESSENT GROUP LTD,Financials,Equity,"143,571,233.88",0.21,"143,571,233.88","2,362,146.00",60.78,United States,New York Stock Exchange Inc.,USD,1,--
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,"142,764,827.44",0.21,"142,764,827.44","566,707.00",251.92,United States,New York Stock Exchange Inc.,USD,1,--
CORZ,CORE SCIENTIFIC INC,Information Technology,Equity,"141,613,531.38",0.21,"141,613,531.38","6,877,782.00",20.59,United States,NASDAQ,USD,1,--
PIPR,PIPER SANDLER COMPANIES,Financials,Equity,"140,101,221.84",0.21,"140,101,221.84","426,332.00",328.62,United States,New York Stock Exchange Inc.,USD,1,--
CIFR,CIPHER MINING INC,Information Technology,Equity,"139,279,180.69",0.21,"139,279,180.69","6,415,439.00",21.71,United States,NASDAQ,USD,1,--
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,"138,416,455.96",0.2,"138,416,455.96","2,362,862.00",58.58,United States,New York Stock Exchange Inc.,USD,1,--
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"137,700,461.08",0.2,"137,700,461.08","628,999.00",218.92,United States,New York Stock Exchange Inc.,USD,1,--
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,"137,651,333.76",0.2,"137,651,333.76","1,503,072.00",91.58,United States,New York Stock Exchange Inc.,USD,1,--
IRTC,IRHYTHM TECHNOLOGIES INC,Health Care,Equity,"136,760,498.40",0.2,"136,760,498.40","770,916.00",177.4,United States,NASDAQ,USD,1,--
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,"136,247,762.97",0.2,"136,247,762.97","977,317.00",139.41,United States,NASDAQ,USD,1,--
PTCT,PTC THERAPEUTICS INC,Health Care,Equity,"136,237,057.18",0.2,"136,237,057.18","1,876,802.00",72.59,United States,NASDAQ,USD,1,--
MOGA,MOOG INC CLASS A,Industrials,Equity,"136,195,514.88",0.2,"136,195,514.88","681,216.00",199.93,United States,New York Stock Exchange Inc.,USD,1,--
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,"135,995,156.80",0.2,"135,995,156.80","743,956.00",182.8,United States,New York Stock Exchange Inc.,USD,1,--
TXNM,TXNM ENERGY INC,Utilities,Equity,"135,630,450.41",0.2,"135,630,450.41","2,376,563.00",57.07,United States,New York Stock Exchange Inc.,USD,1,--
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,"135,329,555.52",0.2,"135,329,555.52","1,081,944.00",125.08,United States,NASDAQ,USD,1,--
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,"135,199,424.14",0.2,"135,199,424.14","2,911,898.00",46.43,Canada,New York Stock Exchange Inc.,USD,1,--
UFPI,UFP INDUSTRIES INC,Industrials,Equity,"135,191,755.78",0.2,"135,191,755.78","1,463,431.00",92.38,United States,NASDAQ,USD,1,--
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,"133,878,843.10",0.2,"133,878,843.10","1,516,010.00",88.31,United States,NASDAQ,USD,1,--
BMI,BADGER METER INC,Information Technology,Equity,"133,747,296.28",0.2,"133,747,296.28","716,222.00",186.74,United States,New York Stock Exchange Inc.,USD,1,--
GATX,GATX CORP,Industrials,Equity,"132,597,756.48",0.2,"132,597,756.48","866,992.00",152.94,United States,New York Stock Exchange Inc.,USD,1,--
RDNT,RADNET INC,Health Care,Equity,"130,340,381.60",0.19,"130,340,381.60","1,651,760.00",78.91,United States,NASDAQ,USD,1,--
QLYS,QUALYS INC,Information Technology,Equity,"129,860,707.72",0.19,"129,860,707.72","883,286.00",147.02,United States,NASDAQ,USD,1,--
ACIW,ACI WORLDWIDE INC,Information Technology,Equity,"129,666,822.21",0.19,"129,666,822.21","2,561,067.00",50.63,United States,NASDAQ,USD,1,--
GBCI,GLACIER BANCORP INC,Financials,Equity,"128,192,614.20",0.19,"128,192,614.20","3,102,435.00",41.32,United States,New York Stock Exchange Inc.,USD,1,--
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,"128,129,742.41",0.19,"128,129,742.41","1,135,449.00",112.85,United States,NASDAQ,USD,1,--
VLY,VALLEY NATIONAL,Financials,Equity,"127,772,294.40",0.19,"127,772,294.40","11,830,768.00",10.8,United States,NASDAQ,USD,1,--
POR,PORTLAND GENERAL ELECTRIC,Utilities,Equity,"127,467,031.73",0.19,"127,467,031.73","2,668,349.00",47.77,United States,New York Stock Exchange Inc.,USD,1,--
SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,Equity,"126,056,028.10",0.19,"126,056,028.10","8,858,470.00",14.23,United States,NASDAQ,USD,1,--
SR,SPIRE INC,Utilities,Equity,"125,995,441.84",0.19,"125,995,441.84","1,420,147.00",88.72,United States,New York Stock Exchange Inc.,USD,1,--
UEC,URANIUM ENERGY CORP,Energy,Equity,"125,683,103.26",0.19,"125,683,103.26","10,285,033.00",12.22,United States,Nyse Mkt Llc,USD,1,--
HOMB,HOME BANCSHARES INC,Financials,Equity,"125,380,917.90",0.18,"125,380,917.90","4,628,310.00",27.09,United States,New York Stock Exchange Inc.,USD,1,--
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,"124,394,134.15",0.18,"124,394,134.15","1,578,005.00",78.83,United States,New York Stock Exchange Inc.,USD,1,--
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,"124,271,727.30",0.18,"124,271,727.30","1,261,770.00",98.49,United States,NASDAQ,USD,1,--
ALKS,ALKERMES,Health Care,Equity,"124,249,593.60",0.18,"124,249,593.60","3,922,020.00",31.68,United States,NASDAQ,USD,1,--
UBSI,UNITED BANKSHARES INC,Financials,Equity,"124,187,287.84",0.18,"124,187,287.84","3,431,536.00",36.19,United States,NASDAQ,USD,1,--
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,Equity,"122,107,307.82",0.18,"122,107,307.82","1,411,482.00",86.51,United States,NASDAQ,USD,1,--
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"121,835,746.35",0.18,"121,835,746.35","2,098,807.00",58.05,United States,NASDAQ,USD,1,--
BCPC,BALCHEM CORP,Materials,Equity,"120,193,196.50",0.18,"120,193,196.50","789,550.00",152.23,United States,NASDAQ,USD,1,--
ENS,ENERSYS,Industrials,Equity,"120,188,533.20",0.18,"120,188,533.20","929,820.00",129.26,United States,New York Stock Exchange Inc.,USD,1,--
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"119,647,450.19",0.18,"119,647,450.19","598,327.00",199.97,United States,NASDAQ,USD,1,--
BKH,BLACK HILLS CORP,Utilities,Equity,"119,539,455.00",0.18,"119,539,455.00","1,764,420.00",67.75,United States,New York Stock Exchange Inc.,USD,1,--
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,"118,815,427.92",0.17,"118,815,427.92","5,395,796.00",22.02,United States,New York Stock Exchange Inc.,USD,1,--
OGS,ONE GAS INC,Utilities,Equity,"118,476,741.36",0.17,"118,476,741.36","1,454,952.00",81.43,United States,New York Stock Exchange Inc.,USD,1,--
ACHR,ARCHER AVIATION INC CLASS A,Industrials,Equity,"118,191,246.00",0.17,"118,191,246.00","13,309,825.00",8.88,United States,New York Stock Exchange Inc.,USD,1,--
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,Equity,"117,565,517.40",0.17,"117,565,517.40","305,484.00",384.85,United States,New York Stock Exchange Inc.,USD,1,--
ABCB,AMERIS BANCORP,Financials,Equity,"116,928,975.60",0.17,"116,928,975.60","1,603,964.00",72.9,United States,New York Stock Exchange Inc.,USD,1,--
TGTX,TG THERAPEUTICS INC,Health Care,Equity,"116,656,024.22",0.17,"116,656,024.22","3,507,397.00",33.26,United States,NASDAQ,USD,1,--
ITRI,ITRON INC,Information Technology,Equity,"116,524,240.11",0.17,"116,524,240.11","1,099,389.00",105.99,United States,NASDAQ,USD,1,--
ACA,ARCOSA INC,Industrials,Equity,"115,836,096.60",0.17,"115,836,096.60","1,173,618.00",98.7,United States,New York Stock Exchange Inc.,USD,1,--
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,Equity,"115,346,127.60",0.17,"115,346,127.60","2,912,781.00",39.6,United States,NASDAQ,USD,1,--
PCVX,VAXCYTE INC,Health Care,Equity,"115,261,330.58",0.17,"115,261,330.58","2,763,398.00",41.71,United States,NASDAQ,USD,1,--
BDC,BELDEN INC,Information Technology,Equity,"115,246,412.96",0.17,"115,246,412.96","961,669.00",119.84,United States,New York Stock Exchange Inc.,USD,1,--
STNE,STONECO LTD CLASS A,Financials,Equity,"114,813,401.67",0.17,"114,813,401.67","6,084,441.00",18.87,Brazil,NASDAQ,USD,1,--
BCO,BRINKS,Industrials,Equity,"114,372,480.29",0.17,"114,372,480.29","1,018,727.00",112.27,United States,New York Stock Exchange Inc.,USD,1,--
MMS,MAXIMUS INC,Industrials,Equity,"113,748,358.08",0.17,"113,748,358.08","1,369,802.00",83.04,United States,New York Stock Exchange Inc.,USD,1,--
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,"113,740,393.40",0.17,"113,740,393.40","1,474,276.00",77.15,United States,NASDAQ,USD,1,--
CNX,CNX RESOURCES CORP,Energy,Equity,"113,459,060.61",0.17,"113,459,060.61","3,308,809.00",34.29,United States,New York Stock Exchange Inc.,USD,1,--
CRSP,CRISPR THERAPEUTICS AG,Health Care,Equity,"113,158,917.81",0.17,"113,158,917.81","1,998,921.00",56.61,United States,NASDAQ,USD,1,--
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,"112,334,568.72",0.17,"112,334,568.72","3,471,402.00",32.36,United States,New York Stock Exchange Inc.,USD,1,--
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,"112,178,578.22",0.17,"112,178,578.22","1,406,099.00",79.78,United States,NASDAQ,USD,1,--
SKY,CHAMPION HOMES INC,Consumer Discretionary,Equity,"112,019,646.87",0.16,"112,019,646.87","1,383,471.00",80.97,United States,New York Stock Exchange Inc.,USD,1,--
MTH,MERITAGE CORP,Consumer Discretionary,Equity,"112,005,625.77",0.16,"112,005,625.77","1,711,839.00",65.43,United States,New York Stock Exchange Inc.,USD,1,--
RDN,RADIAN GROUP INC,Financials,Equity,"111,080,977.50",0.16,"111,080,977.50","3,276,725.00",33.9,United States,New York Stock Exchange Inc.,USD,1,--
GKOS,GLAUKOS CORP,Health Care,Equity,"110,449,870.32",0.16,"110,449,870.32","1,350,408.00",81.79,United States,New York Stock Exchange Inc.,USD,1,--
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,"110,440,518.85",0.16,"110,440,518.85","2,443,915.00",45.19,United States,New York Stock Exchange Inc.,USD,1,--
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"109,669,609.76",0.16,"109,669,609.76","1,072,144.00",102.29,United States,New York Stock Exchange Inc.,USD,1,--
OSIS,OSI SYSTEMS INC,Information Technology,Equity,"109,586,528.91",0.16,"109,586,528.91","388,233.00",282.27,United States,NASDAQ,USD,1,--
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,"109,177,239.60",0.16,"109,177,239.60","5,791,896.00",18.85,United States,NASDAQ,USD,1,--
CNR,CORE NATURAL RESOURCES INC,Energy,Equity,"109,089,434.16",0.16,"109,089,434.16","1,260,858.00",86.52,United States,New York Stock Exchange Inc.,USD,1,--
NPO,ENPRO INC,Industrials,Equity,"108,706,503.30",0.16,"108,706,503.30","511,079.00",212.7,United States,New York Stock Exchange Inc.,USD,1,--
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,Equity,"107,748,522.80",0.16,"107,748,522.80","475,480.00",226.61,United States,New York Stock Exchange Inc.,USD,1,--
OPCH,OPTION CARE HEALTH INC,Health Care,Equity,"107,651,620.96",0.16,"107,651,620.96","3,981,199.00",27.04,United States,NASDAQ,USD,1,--
HRI,HERC HOLDINGS INC,Industrials,Equity,"107,454,994.08",0.16,"107,454,994.08","789,936.00",136.03,United States,New York Stock Exchange Inc.,USD,1,--
MAC,MACERICH REIT,Real Estate,Equity,"107,413,680.00",0.16,"107,413,680.00","6,173,200.00",17.4,United States,New York Stock Exchange Inc.,USD,1,--
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,"106,550,142.65",0.16,"106,550,142.65","3,087,515.00",34.51,United States,NASDAQ,USD,1,--
PI,IMPINJ INC,Information Technology,Equity,"106,070,610.84",0.16,"106,070,610.84","627,414.00",169.06,United States,NASDAQ,USD,1,--
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"105,744,716.43",0.16,"105,744,716.43","1,506,979.00",70.17,United States,New York Stock Exchange Inc.,USD,1,--
BOX,BOX INC CLASS A,Information Technology,Equity,"105,699,553.77",0.16,"105,699,553.77","3,397,607.00",31.11,United States,New York Stock Exchange Inc.,USD,1,--
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,Equity,"105,669,672.16",0.16,"105,669,672.16","184,132.00",573.88,United States,NASDAQ,USD,1,--
LEU,CENTRUS ENERGY CORP CLASS A,Energy,Equity,"105,602,789.26",0.16,"105,602,789.26","380,167.00",277.78,United States,Nyse Mkt Llc,USD,1,--
WK,WORKIVA INC CLASS A,Information Technology,Equity,"105,552,195.00",0.16,"105,552,195.00","1,214,500.00",86.91,United States,New York Stock Exchange Inc.,USD,1,--
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"105,441,061.98",0.16,"105,441,061.98","1,060,882.00",99.39,United States,New York Stock Exchange Inc.,USD,1,--
MTSR,METSERA INC,Health Care,Equity,"105,257,808.25",0.15,"105,257,808.25","1,290,715.00",81.55,United States,NASDAQ,USD,1,--
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,"105,156,533.92",0.15,"105,156,533.92","1,689,533.00",62.24,United States,NASDAQ,USD,1,--
AX,AXOS FINANCIAL INC,Financials,Equity,"104,771,002.56",0.15,"104,771,002.56","1,315,888.00",79.62,United States,New York Stock Exchange Inc.,USD,1,--
REZI,RESIDEO TECHNOLOGIES INC,Industrials,Equity,"104,665,478.87",0.15,"104,665,478.87","3,342,877.00",31.31,United States,New York Stock Exchange Inc.,USD,1,--
RUN,SUNRUN INC,Industrials,Equity,"103,433,956.92",0.15,"103,433,956.92","5,065,326.00",20.42,United States,NASDAQ,USD,1,--
CLSK,CLEANSPARK INC,Information Technology,Equity,"103,366,663.40",0.15,"103,366,663.40","6,712,121.00",15.4,United States,NASDAQ,USD,1,--
HCC,WARRIOR MET COAL INC,Materials,Equity,"102,515,885.40",0.15,"102,515,885.40","1,260,958.00",81.3,United States,New York Stock Exchange Inc.,USD,1,--
ASB,ASSOCIATED BANCORP,Financials,Equity,"102,488,942.00",0.15,"102,488,942.00","4,058,968.00",25.25,United States,New York Stock Exchange Inc.,USD,1,--
FORM,FORMFACTOR INC,Information Technology,Equity,"102,050,335.66",0.15,"102,050,335.66","1,882,153.00",54.22,United States,NASDAQ,USD,1,--
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,"101,627,302.00",0.15,"101,627,302.00","780,248.00",130.25,United States,NASDAQ,USD,1,--
VSAT,VIASAT INC,Information Technology,Equity,"101,181,564.12",0.15,"101,181,564.12","2,850,988.00",35.49,United States,NASDAQ,USD,1,--
LMND,LEMONADE INC,Financials,Equity,"101,071,938.22",0.15,"101,071,938.22","1,345,294.00",75.13,United States,New York Stock Exchange Inc.,USD,1,--
TMDX,TRANSMEDICS GROUP INC,Health Care,Equity,"100,367,438.64",0.15,"100,367,438.64","803,068.00",124.98,United States,NASDAQ,USD,1,--
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,"99,898,078.50",0.15,"99,898,078.50","3,248,718.00",30.75,United States,NASDAQ,USD,1,--
AGX,ARGAN INC,Industrials,Equity,"99,837,146.64",0.15,"99,837,146.64","320,628.00",311.38,United States,New York Stock Exchange Inc.,USD,1,--
SMR,NUSCALE POWER CORP CLASS A,Industrials,Equity,"99,475,585.14",0.15,"99,475,585.14","3,064,559.00",32.46,United States,New York Stock Exchange Inc.,USD,1,--
NUVL,NUVALENT INC CLASS A,Health Care,Equity,"99,448,539.49",0.15,"99,448,539.49","1,037,327.00",95.87,United States,NASDAQ,USD,1,--
HUT,HUT CORP,Information Technology,Equity,"98,969,993.04",0.15,"98,969,993.04","2,281,992.00",43.37,United States,NASDAQ,USD,1,--
AROC,ARCHROCK INC,Energy,Equity,"98,901,269.07",0.15,"98,901,269.07","3,986,347.00",24.81,United States,New York Stock Exchange Inc.,USD,1,--
KNF,KNIFE RIVER CORP,Materials,Equity,"98,407,274.64",0.14,"98,407,274.64","1,384,458.00",71.08,United States,New York Stock Exchange Inc.,USD,1,--
WULF,TERAWULF INC,Information Technology,Equity,"98,043,881.04",0.14,"98,043,881.04","6,865,818.00",14.28,United States,NASDAQ,USD,1,--
CSW,CSW INDUSTRIALS INC,Industrials,Equity,"97,777,228.89",0.14,"97,777,228.89","392,097.00",249.37,United States,New York Stock Exchange Inc.,USD,1,--
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,"97,632,415.50",0.14,"97,632,415.50","1,110,090.00",87.95,United States,NASDAQ,USD,1,--
SSRM,SSR MINING INC,Materials,Equity,"97,466,484.06",0.14,"97,466,484.06","4,927,527.00",19.78,Canada,NASDAQ,USD,1,--
KBH,KB HOME,Consumer Discretionary,Equity,"97,286,811.30",0.14,"97,286,811.30","1,603,805.00",60.66,United States,New York Stock Exchange Inc.,USD,1,--
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,"96,714,283.80",0.14,"96,714,283.80","969,081.00",99.8,United States,New York Stock Exchange Inc.,USD,1,--
COMP,COMPASS INC CLASS A,Real Estate,Equity,"96,574,220.42",0.14,"96,574,220.42","11,321,714.00",8.53,United States,New York Stock Exchange Inc.,USD,1,--
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,"96,557,472.84",0.14,"96,557,472.84","4,509,924.00",21.41,United States,New York Stock Exchange Inc.,USD,1,--
KTB,KONTOOR BRANDS INC,Consumer Discretionary,Equity,"96,309,786.66",0.14,"96,309,786.66","1,331,349.00",72.34,United States,New York Stock Exchange Inc.,USD,1,--
